Course Name,Level,English Word,Polish Word
Basic Vocabulary,1,imagine,wyobrażać sobie
Basic Vocabulary,1,flat,platforma
Basic Vocabulary,1,sand,piasek
Basic Vocabulary,1,goal,cel
Basic Vocabulary,1,circle,okrąg
Basic Vocabulary,1,interview,wywiad
Basic Vocabulary,1,expense,wydatek
Basic Vocabulary,1,science,nauka
Basic Vocabulary,1,quarter,ćwierć
Basic Vocabulary,1,avenue,aleja
Basic Vocabulary,1,earn,zarabiać
Basic Vocabulary,1,loan,pożyczka
Basic Vocabulary,1,quarter,ćwierć
Basic Vocabulary,1,frame,ramka
Basic Vocabulary,1,sky,niebo
Basic Vocabulary,1,legal,legalne
Basic Vocabulary,1,democratic,demokratyczny
Basic Vocabulary,1,attempt,próba
Basic Vocabulary,1,environment,środowisko
Basic Vocabulary,1,legal,legalne
Basic Vocabulary,1,election,wybór
Basic Vocabulary,1,demand,popyt
Basic Vocabulary,1,profit,zysk
Basic Vocabulary,1,crowd,tłum
Basic Vocabulary,1,born,urodzony
Basic Vocabulary,1,bell,dzwonek
Basic Vocabulary,1,protection,ochrona
Basic Vocabulary,1,whom,komu
Basic Vocabulary,1,attend,brać udział
Basic Vocabulary,1,clearly,jasno
Basic Vocabulary,1,wash,myć
Basic Vocabulary,1,bit,bit
Basic Vocabulary,1,category,kategoria
Basic Vocabulary,1,additional,dodatkowy
Basic Vocabulary,1,mission,misja
Basic Vocabulary,1,agency,agencja
Basic Vocabulary,1,clerk,urzędnik
Basic Vocabulary,1,search,szukaj
Basic Vocabulary,1,cup,kubek
Basic Vocabulary,1,sign,znak
Basic Vocabulary,1,crop,plon
Basic Vocabulary,1,journalist,dziennikarz
Basic Vocabulary,1,injury,obrażenia
Basic Vocabulary,1,agent,agent
Basic Vocabulary,1,surprise,niespodzianka
Basic Vocabulary,1,advertisement,ogłoszenie
Basic Vocabulary,1,also,też
Basic Vocabulary,1,society,społeczeństwo
Basic Vocabulary,1,appearance,wygląd
Basic Vocabulary,1,conflict,konflikt
Basic Vocabulary,1,activity,aktywność
Basic Vocabulary,1,rule,zasada
Basic Vocabulary,1,behavior,zachowanie
Basic Vocabulary,1,clerk,urzędnik
Basic Vocabulary,1,performance,wyniki
Basic Vocabulary,1,requirement,wymagania
Basic Vocabulary,1,appointment,spotkanie
Basic Vocabulary,1,incident,incydent
Basic Vocabulary,1,evidence,dowód
Basic Vocabulary,1,attitude,postawa
Basic Vocabulary,1,fish,ryba
Basic Vocabulary,1,exercise,ćwiczenie
Basic Vocabulary,1,kitchen,kuchnia
Basic Vocabulary,1,cup,kubek
Basic Vocabulary,1,profile,profil
Basic Vocabulary,1,evening,wieczór
Basic Vocabulary,1,travel,podróż
Basic Vocabulary,1,form,forma
Basic Vocabulary,1,wind,wiatr
Basic Vocabulary,1,request,prośba
Basic Vocabulary,1,volunteer,ochotnik
Basic Vocabulary,1,agency,agencja
Basic Vocabulary,1,politician,polityk
Basic Vocabulary,1,sand,piasek
Basic Vocabulary,1,associate,kojarzyć
Basic Vocabulary,1,weight,ciężar
Basic Vocabulary,1,brain,mózg
Basic Vocabulary,1,sky,niebo
Basic Vocabulary,1,insurance,ubezpieczenie
Basic Vocabulary,1,soil,gleba
Basic Vocabulary,1,storm,burza
Basic Vocabulary,1,match,mecz
Basic Vocabulary,1,daily,każdego dnia
Basic Vocabulary,1,positive,pozytywny
Basic Vocabulary,1,annual,roczny
Basic Vocabulary,1,clerk,urzędnik
Basic Vocabulary,1,steel,stal
Basic Vocabulary,1,far,daleko
Basic Vocabulary,1,smooth,gładki
Basic Vocabulary,1,gold,złoto
Basic Vocabulary,1,village,wioska
Basic Vocabulary,1,salt,sól
Basic Vocabulary,1,volunteer,ochotnik
Basic Vocabulary,1,fresh,świeży
Basic Vocabulary,1,crew,załoga
Basic Vocabulary,1,assistant,asystent
Basic Vocabulary,1,explanation,wyjaśnienie
Basic Vocabulary,1,hopefully,miejmy nadzieję
Basic Vocabulary,1,animal,zwierzę
Basic Vocabulary,1,attend,brać udział
Basic Vocabulary,1,flat,platforma
Basic Vocabulary,1,additional,dodatkowy
Basic Vocabulary,1,adult,dorosły
Basic Vocabulary,1,journalist,dziennikarz
Basic Vocabulary,1,independent,niezależny
Basic Vocabulary,1,magazine,czasopismo
Basic Vocabulary,1,mistake,błąd
Basic Vocabulary,1,regular,regularny
Basic Vocabulary,1,energy,energia
Basic Vocabulary,1,actor,aktor
Basic Vocabulary,1,accident,wypadek
Basic Vocabulary,1,speed,prędkość
Basic Vocabulary,1,speech,mowa
Basic Vocabulary,1,guitar,gitara
Basic Vocabulary,1,brain,mózg
Basic Vocabulary,1,presentation,prezentacja
Basic Vocabulary,1,agent,agent
Basic Vocabulary,1,surprise,niespodzianka
Basic Vocabulary,1,fall,upaść
Basic Vocabulary,1,piece,kawałek
Basic Vocabulary,1,fish,ryba
Basic Vocabulary,1,sun,słońce
Basic Vocabulary,1,scientific,naukowy
Basic Vocabulary,1,far,daleko
Basic Vocabulary,1,unusual,nietypowy
Basic Vocabulary,1,regular,regularny
Basic Vocabulary,1,fresh,świeży
Basic Vocabulary,1,daily,każdego dnia
Basic Vocabulary,1,trip,podróż
Basic Vocabulary,1,sky,niebo
Basic Vocabulary,1,weather,pogoda
Basic Vocabulary,1,danger,niebezpieczeństwo
Basic Vocabulary,1,imagination,wyobraźnia
Basic Vocabulary,1,soil,gleba
Basic Vocabulary,1,steel,stal
Basic Vocabulary,1,trainer,szkoleniowiec
Basic Vocabulary,1,average,średnia
Basic Vocabulary,1,smooth,gładki
Basic Vocabulary,1,soft,miękki
Basic Vocabulary,1,guitar,gitara
Basic Vocabulary,1,camera,aparat
Basic Vocabulary,1,gold,złoto
Basic Vocabulary,1,negative,negatywny
Basic Vocabulary,1,visit,odwiedzić
Basic Vocabulary,1,especially,szczególnie
Basic Vocabulary,1,product,produkt
Basic Vocabulary,1,dark,ciemny
Basic Vocabulary,1,clearly,jasno
Basic Vocabulary,1,tour,podróż
Basic Vocabulary,1,village,wioska
Basic Vocabulary,1,meal,posiłek
Basic Vocabulary,1,campaign,kampania
Basic Vocabulary,1,relief,ulga
Basic Vocabulary,1,original,oryginalny
Basic Vocabulary,1,afternoon,popołudnie
Basic Vocabulary,1,goal,cel
Basic Vocabulary,1,annual,roczny
Basic Vocabulary,1,vehicle,pojazd
Basic Vocabulary,1,imagination,wyobraźnia
Basic Vocabulary,1,environment,środowisko
Basic Vocabulary,1,copy,kopia
Basic Vocabulary,1,positive,pozytywny
Basic Vocabulary,1,produce,produkować
Basic Vocabulary,1,establish,założyć
Basic Vocabulary,1,religious,religijny
Basic Vocabulary,1,flat,platforma
Basic Vocabulary,1,achieve,osiągnąć
Basic Vocabulary,1,standard,standardowy
Basic Vocabulary,1,hit,uderzenie
Basic Vocabulary,1,wave,fala
Basic Vocabulary,1,piece,kawałek
Basic Vocabulary,1,appearance,wygląd
Basic Vocabulary,1,energy,energia
Basic Vocabulary,1,concept,pojęcie
Basic Vocabulary,1,public,publiczny
Basic Vocabulary,1,vehicle,pojazd
Basic Vocabulary,1,wonder,zastanawiać się
Basic Vocabulary,1,dark,ciemny
Basic Vocabulary,1,dark,ciemny
Basic Vocabulary,1,sign,znak
Basic Vocabulary,1,deserve,zasłużyć
Basic Vocabulary,1,competition,konkurs
Basic Vocabulary,1,positive,pozytywny
Basic Vocabulary,1,scientific,naukowy
Basic Vocabulary,1,cross,przekroczyć
Basic Vocabulary,1,potato,ziemniak
Basic Vocabulary,1,direct,bezpośredni
Basic Vocabulary,1,attempt,próba
Basic Vocabulary,1,character,postać
Basic Vocabulary,1,doubt, wątpić
Basic Vocabulary,1,relief,ulga
Basic Vocabulary,1,manager,kierownik
Basic Vocabulary,1,finish,koniec
Basic Vocabulary,1,average,średnia
Basic Vocabulary,1,sport,sport
Basic Vocabulary,1,discuss,dyskutować
Basic Vocabulary,1,provide,zapewnić
Basic Vocabulary,1,stuff,rzeczy
Basic Vocabulary,1,travel,podróż
Basic Vocabulary,1,circle,okrąg
Basic Vocabulary,1,concept,pojęcie
Basic Vocabulary,1,mission,misja
Basic Vocabulary,1,document,dokument
Basic Vocabulary,1,amazing,niesamowity
Basic Vocabulary,1,positive,pozytywny
Basic Vocabulary,1,guitar,gitara
Basic Vocabulary,1,injury,obrażenia
Basic Vocabulary,1,request,prośba
Basic Vocabulary,1,agent,agent
Basic Vocabulary,1,condition,warunek
Basic Vocabulary,1,hit,uderzenie
Basic Vocabulary,1,wonder,zastanawiać się
Basic Vocabulary,1,smooth,gładki
Basic Vocabulary,1,cross,przekroczyć
Basic Vocabulary,1,publication,publikacja
Basic Vocabulary,1,flat,platforma
Basic Vocabulary,1,soft,miękki
Basic Vocabulary,1,consist,składać się
Basic Vocabulary,1,project,projekt
Basic Vocabulary,1,relief,ulga
Basic Vocabulary,1,discussion,dyskusja
Basic Vocabulary,1,regular,regularny
Basic Vocabulary,1,concentration,koncentracja
Basic Vocabulary,1,establish,założyć
Basic Vocabulary,1,hit,uderzenie
Basic Vocabulary,1,achieve,osiągnąć
Basic Vocabulary,1,copy,kopia
Basic Vocabulary,1,scientific,naukowy
Basic Vocabulary,1,achieve,osiągnąć
Basic Vocabulary,1,relief,ulga
Basic Vocabulary,1,soft,miękki
Basic Vocabulary,1,document,dokument
Basic Vocabulary,1,goal,cel
Basic Vocabulary,1,explanation,wyjaśnienie
Basic Vocabulary,1,achieve,osiągnąć
Basic Vocabulary,1,public,publiczny
Basic Vocabulary,1,exercise,ćwiczenie
Basic Vocabulary,1,environment,środowisko
Basic Vocabulary,1,standard,standardowy
Basic Vocabulary,1,agent,agent
Basic Vocabulary,1,publication,publikacja
Basic Vocabulary,1,exercise,ćwiczenie
Basic Vocabulary,1,travel,podróż
Basic Vocabulary,1,concept,pojęcie
Basic Vocabulary,1,scientific,naukowy
Basic Vocabulary,1,character,postać
Basic Vocabulary,1,scientific,naukowy
Basic Vocabulary,1,concept,pojęcie
Basic Vocabulary,1,cross,przekroczyć
Basic Vocabulary,1,hit,uderzenie
Basic Vocabulary,1,concept,pojęcie
Basic Vocabulary,1,cross,przekroczyć
Basic Vocabulary,1,scientific,naukowy
Basic Vocabulary,1,publication,publikacja
Basic Vocabulary,1,cross,przekroczyć
Basic Vocabulary,1,exercise,ćwiczenie
Basic Vocabulary,1,scientific,naukowy
